id,inn,half,scoreA,scoreB,ball,strk,out,b1,b2,b3,b1Idx,b2Idx,b3Idx,pCnt,pSec,pName,pHand,pType,pPow,spdK,zoneX,zoneY,startX,startY,targetX,targetY,zDist,pitchAngle,pOver,pSide,pUnder,call,balk,sH,sV,gyro,plx,plz,bSwing,bIdx,bPos,bZone,bName,bHCm,batLen,batCen,batType,bFps,bOS,bVR,hSec,rotS,rotL,shS,lgS,prepS,batSpd,ev,ldeg,sdeg,launchPosX,launchPosY,launchPosZ,hPos,buntGrip,handDist,angVeloX,angVeloY,angVeloZ,PPosX,PPosY,PThrSpd,CName,CPosX,CPosY,CThrSpd,1BName,1BPosX,1BPosY,1BThrSpd,2BName,2BPosX,2BPosY,2BThrSpd,3BName,3BPosX,3BPosY,3BThrSpd,SSName,SSPosX,SSPosY,SSThrSpd,LFName,LFPosX,LFPosY,LFThrSpd,CFName,CFPosX,CFPosY,CFThrSpd,RFName,RFPosX,RFPosY,RFThrSpd,ltSec,lx,lz,cSec,cPos,cx,cy,cz,1BSafe,tag,cpSec,bTo1Sec,bTo2Sec,bTo3Sec,bToHSec,r1To2Sec,r1To3Sec,r1ToHSec,r2To3Sec,r2ToHSec,r3ToHSec,r1LeaveSec,r2LeaveSec,r3LeaveSec,bOutSec,r1OutSec,r2OutSec,r3OutSec,bOutCode,r1OutCode,r2OutCode,r3OutCode,ball1Sec,ball1Pos,ball2Sec,ball2Pos,ball3Sec,ball3Pos,ballHSec,ballHPos,PGetSec,PGetX,PGetZ,CGetSec,CGetX,CGetZ,1BGetSec,1BGetX,1BGetZ,2BGetSec,2BGetX,2BGetZ,3BGetSec,3BGetX,3BGetZ,SSGetSec,SSGetX,SSGetZ,LFGetSec,LFGetX,LFGetZ,CFGetSec,CFGetX,CFGetZ,RFGetSec,RFGetX,RFGetZ,PThrSec,PThrX,PThrZ,CThrSec,CThrX,CThrZ,1BThrSec,1BThrX,1BThrZ,2BThrSec,2BThrX,2BThrZ,3BThrSec,3BThrX,3BThrZ,SSThrSec,SSThrX,SSThrZ,LFThrSec,LFThrX,LFThrZ,CFThrSec,CFThrX,CFThrZ,RFThrSec,RFThrX,RFThrZ,result,cPlr,sb2Sec,sb3Sec,sbhSec,ass
1,1,1,0,0,0,0,0,0,0,0,255,255,255,0,351.688,"Penguin_iDOL",R,26,93,140,6.047,0.328,0.308,1.901,0.552,1.329,-36.49,32.021,74,26,0,2,0,12.339,-200,21.852,0,0,1,0,4,R,"_Gosomi",176.1,85,0.48,3,85,W,Y,352.748,255,31,71,55,19,140,83,55.52,46.756,0.244,0.86,-19.878,-0.77,0,0.509,226.895,138.757,-365.327,0.166,-36.854,0,"HANA_ARASHI",-0.073,-17.187,0,"펜케이크",-21.368,-47.411,0,"「론구」",-16.135,-63.427,0,"시즈카_Shizuka",19.105,-45.746,0,"AI",12.4,-58.2,0,"AI",40.9,-90.65,0,"AI",0,-109.84,0,"AI",-40.8,-90.55,0,358.287,-43.452,-59.17,360.198,8,-51.373,0.151,-65.178,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"AI",,,,0
2,1,1,0,0,0,1,0,0,0,0,255,255,255,1,372.445,"Penguin_iDOL",R,27,88,140,-1.284,-0.783,0.077,1.765,-0.571,1.006,-36.49,20.44,79,21,0,0,0,6.683,-139.458,19.606,0,0,0,0,4,R,"_Gosomi",176.1,85,0.48,0,85,W,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049,-37.575,0,"HANA_ARASHI",-0.08,-17.175,0,"펜케이크",-22.272,-46.757,0,"「론구」",-17.335,-62.579,0,"시즈카_Shizuka",20.04,-44.769,0,"AI",12.4,-58.2,0,"AI",40.9,-90.65,0,"AI",0,-109.84,0,"AI",-40.8,-90.55,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"",,,,0
3,1,1,0,0,0,2,0,0,0,0,255,255,255,2,386.006,"Penguin_iDOL",R,26,94,140,-0.447,0.5,0.15,1.789,-0.234,1.79,-36.49,16.64,82,16,2,2,0,-33.972,-200,28.939,0,0,1,0,4,R,"_Gosomi",176.1,85,0.48,3,51,W,Y,387.065,255,66,90,101,49,145,103,105.346,-46.954,-0.226,1.272,-19.887,0.03,0,0.338,506.103,123.656,83.447,-0.055,-36.984,0,"HANA_ARASHI",-0.133,-17.201,0,"펜케이크",-22.276,-46.745,0,"「론구」",-17.263,-62.348,0,"시즈카_Shizuka",19.807,-43.999,0,"AI",12.4,-58.2,0,"AI",40.9,-90.65,0,"AI",0,-109.84,0,"AI",-40.8,-90.55,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"",,,,0
4,1,1,0,0,0,2,0,0,0,0,255,255,255,3,402.266,"Penguin_iDOL",R,26,89,140,-0.183,0.854,0.156,1.873,-0.206,2.084,-36.49,30.29,81,19,0,2,0,29.174,-195.196,19.852,0,0,1,0,4,R,"_Gosomi",176.1,85,0.48,3,51,W,Y,403.345,179,58,114,94,29,145,100,91.175,27.919,-0.162,1.538,-19.946,-0.07,0,0.44,526.594,259.186,70.854,-0.303,-37.316,0,"HANA_ARASHI",-0.066,-17.175,0,"펜케이크",-23.286,-46.832,0,"「론구」",-17.081,-62.729,0,"시즈카_Shizuka",18.985,-42.869,0,"AI",12.4,-58.2,0,"AI",40.9,-90.65,0,"AI",0,-109.84,0,"AI",-40.8,-90.55,0,410.609,0.552,-9.344,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"",,,,0
5,1,1,0,0,0,2,0,0,0,0,255,255,255,4,426.61,"Penguin_iDOL",R,26,93,140,-1.059,-1.097,0.091,1.706,-0.506,0.802,-36.49,21.4,79,21,0,2,0,32.092,-162.975,25.552,0,0,1,0,4,R,"_Gosomi",176.1,85,0.48,3,51,W,Y,427.688,146,65,110,78,0,145,127,17.021,22.198,-0.277,0.406,-19.384,0.56,0,0.372,-292.612,203.76,15.375,0.066,-37.322,0,"HANA_ARASHI",-0.098,-17.317,0,"펜케이크",-22.414,-46.719,0,"「론구」",-18.783,-61.24,0,"시즈카_Shizuka",18.512,-43.313,0,"AI",12.4,-58.2,0,"AI",40.9,-90.65,0,"AI",0,-109.84,0,"AI",-40.8,-90.55,0,431.187,-37.809,-102.577,433.876,8,-43.222,0.055,-116.917,1,0,,433.134,437.537,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"AI",437.537,,,0
6,1,1,0,0,0,0,0,0,1,0,255,4,255,5,459.031,"Penguin_iDOL",R,14,81,106,-1.604,0.073,-0.237,1.943,-1.286,2.031,-36.49,29.766,84,16,0,2,0,376.237,312.348,22.237,0,0,1,1,3,R,"Ѕeyeon",171.3,85,0.4,3,83,W,Y,460.107,180,132,91,89,51,145,112,-30,21.675,-0.31,1.011,-20.942,0.86,0,0.649,-344.493,242.16,-318.04,-0.231,-37.049,0,"HANA_ARASHI",-0.084,-17.243,0,"펜케이크",-18.907,-40.185,0,"「론구」",-6.811,-61.056,0,"시즈카_Shizuka",19.849,-44.282,0,"AI",11.426,-58.933,0,"AI",40.9,-90.65,0,"AI",0,-109.84,0,"AI",-40.8,-90.55,0,460.253,-0.962,-22.571,465.287,8,-32.123,0.055,-101.938,1,0,,465.498,,,,,,,465.21,471.249,,,459.204,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"AI",,465.21,471.249,0
7,1,1,1,0,0,0,0,1,0,0,3,255,255,6,486.47,"Penguin_iDOL",R,27,90,140,0.667,0.662,0.257,1.825,0.266,1.896,-36.49,26.128,74,26,0,2,0,14.652,-145.98,21.572,0,0,0,2,1,R,"Yes_Man_",190,85.072,0.5,3,82,W,Y,487.549,131,56,65,40,22,136,130,25.127,44.418,-0.06,1.202,-19.123,0.62,0,0.276,-252.708,391.49,-377.987,0.01,-36.844,0,"HANA_ARASHI",-0.067,-17.369,0,"펜케이크",-22.56,-49.869,0,"「론구」",-9.655,-59.171,0,"시즈카_Shizuka",20.472,-44.394,0,"AI",12.4,-58.2,0,"AI",40.9,-90.65,0,"AI",0,-109.84,0,"AI",-40.8,-90.55,0,492.376,-88.797,-96.969,0,0,0,0,0,0,0,,,,,,,,,,,,486.836,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"",,,,0
8,1,1,1,0,0,1,0,1,0,0,3,255,255,7,506.979,"Penguin_iDOL",R,3,74,101,-1.669,0.099,0.305,1.92,0.174,1.685,-36.49,37.312,92,8,0,4,0,-445.99,2.467,7.787,0,0,0,2,1,R,"Yes_Man_",190,85.072,0.5,0,82,W,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215,-37.518,0,"HANA_ARASHI",-0.096,-17.328,0,"펜케이크",-22.377,-47.969,0,"「론구」",-10.331,-59.572,0,"시즈카_Shizuka",19.053,-44.377,0,"AI",12.4,-58.2,0,"AI",40.9,-90.65,0,"AI",0,-109.84,0,"AI",-40.8,-90.55,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,520.377,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"",,,,0
9,1,1,1,0,0,2,0,1,0,0,3,255,255,8,520.535,"Penguin_iDOL",R,10,90,115,-0.508,-1.306,0.128,1.76,-0.225,1.244,-36.49,24.087,78,22,0,1,0,0,376.169,29.209,-0.129,-17.903,0,2,1,R,"Yes_Man_",190,85.072,0.5,0,82,W,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066,-37.499,0,"HANA_ARASHI",-0.102,-17.366,0,"펜케이크",-20.27,-44.711,0,"「론구」",-10.414,-58.501,0,"시즈카_Shizuka",19.088,-44.433,0,"AI",12.4,-58.2,0,"AI",40.9,-90.65,0,"AI",0,-109.84,0,"AI",-40.8,-90.55,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,532.593,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"",,,,0
10,1,1,1,0,1,2,0,1,0,0,3,255,255,9,534.271,"Penguin_iDOL",R,13,73,100,-2.857,-1.87,0.018,1.626,-0.563,0.955,-36.49,12.875,70,30,0,1,0,-329.004,345,-2.325,-0.637,-18.932,0,2,1,R,"Yes_Man_",190,85.072,0.5,0,82,W,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049,-37.592,0,"HANA_ARASHI",-0.134,-17.331,0,"펜케이크",-19.39,-41.813,0,"「론구」",-5.714,-58.78,0,"시즈카_Shizuka",19.125,-44.404,0,"AI",12.4,-58.2,0,"AI",40.9,-90.65,0,"AI",0,-109.84,0,"AI",-40.8,-90.55,0,0,0,0,0,0,0,0,0,0,0,,,,,,538.719,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"",538.719,,,0
